age,country,streaming_platform,top_genre,minutes_streamed_per_day,number_of_songs_liked,most_played_artist,subscription_type,listening_time,discover_engagement,repeat_rate,age_group,region
23,uk,deezer,rock,437,388,ed sheeran,premium,morning,12.11,47.22,18-25,europe
47,brazil,tidal,hip-hop,272,90,taylor swift,free,night,76.89,69.21,36-50,south_america
55,france,amazon music,edm,452,186,taylor swift,premium,afternoon,30.51,37.33,50+,europe
42,canada,deezer,edm,558,358,the weeknd,free,night,11.45,32.72,36-50,north_america
32,brazil,youtube,r&b,406,259,drake,premium,afternoon,33.9,59.69,26-35,south_america
42,usa,spotify,rock,82,289,taylor swift,premium,night,24.29,18.98,36-50,north_america
18,india,youtube,classical,147,264,ed sheeran,premium,afternoon,33.83,18.72,<18,asia
23,brazil,tidal,r&b,435,320,dua lipa,free,night,28.8,17.93,18-25,south_america
41,france,youtube,jazz,339,34,the weeknd,premium,morning,37.84,12.3,36-50,europe
43,india,spotify,country,232,164,billie eilish,premium,night,49.76,41.61,36-50,asia
50,uk,spotify,r&b,432,231,adele,free,afternoon,72.06,71.46,36-50,europe
17,india,deezer,classical,267,241,post malone,free,night,39.46,58.36,<18,asia
15,uk,youtube,country,232,395,adele,free,night,10.64,43.45,<18,europe
13,japan,youtube,country,425,109,dua lipa,free,night,37.49,13.62,<18,asia
49,japan,deezer,edm,178,449,bad bunny,premium,morning,71.25,43.3,36-50,asia
29,uk,apple music,classical,426,229,post malone,premium,morning,11.95,59.49,26-35,europe
24,germany,youtube,pop,538,381,adele,free,afternoon,19.47,36.0,18-25,europe
31,germany,amazon music,reggae,249,27,the weeknd,free,afternoon,61.11,31.54,26-35,europe
25,uk,amazon music,classical,110,431,ed sheeran,premium,night,24.47,61.38,18-25,europe
46,uk,youtube,rock,277,321,bad bunny,premium,night,80.04,41.47,36-50,europe
27,india,amazon music,pop,122,214,billie eilish,free,night,55.82,65.93,26-35,asia
24,germany,youtube,jazz,225,409,billie eilish,premium,afternoon,28.93,57.21,18-25,europe
35,south korea,amazon music,jazz,105,251,the weeknd,free,morning,50.46,10.54,26-35,asia
32,south korea,deezer,country,210,292,ed sheeran,free,afternoon,45.57,31.35,26-35,asia
54,india,youtube,rock,294,296,taylor swift,free,night,78.2,36.68,50+,asia
52,usa,amazon music,r&b,328,54,bts,premium,morning,30.76,34.53,50+,north_america
50,uk,apple music,rock,408,500,taylor swift,premium,morning,11.3,26.81,36-50,europe
20,brazil,spotify,reggae,212,353,drake,premium,afternoon,58.89,14.11,18-25,south_america
28,south korea,amazon music,hip-hop,470,498,the weeknd,free,night,83.95,60.65,26-35,asia
59,uk,youtube,country,153,361,bad bunny,premium,night,57.5,58.75,50+,europe
24,canada,apple music,r&b,180,127,the weeknd,premium,afternoon,22.23,11.94,18-25,north_america
37,south korea,apple music,reggae,256,203,post malone,premium,afternoon,22.34,42.14,36-50,asia
54,south korea,tidal,pop,484,192,taylor swift,free,night,87.65,51.8,50+,asia
19,usa,youtube,edm,396,204,drake,free,afternoon,53.54,78.08,18-25,north_america
43,australia,apple music,jazz,464,365,taylor swift,premium,afternoon,16.27,77.89,36-50,oceania
55,usa,tidal,hip-hop,23,487,the weeknd,premium,night,47.9,74.76,50+,north_america
36,canada,amazon music,rock,179,420,bts,premium,afternoon,50.28,5.61,36-50,north_america
53,usa,tidal,metal,55,129,adele,free,night,19.49,72.85,50+,north_america
23,japan,spotify,rock,65,252,dua lipa,premium,morning,57.4,24.75,18-25,asia
22,france,apple music,metal,249,438,bad bunny,premium,night,35.6,25.72,18-25,europe
40,australia,spotify,rock,224,264,post malone,premium,afternoon,88.48,30.51,36-50,oceania
37,australia,amazon music,rock,574,96,taylor swift,premium,night,20.06,68.86,36-50,oceania
58,south korea,apple music,rock,464,366,post malone,premium,afternoon,86.92,26.14,50+,asia
31,france,amazon music,reggae,354,437,ed sheeran,free,afternoon,67.15,79.52,26-35,europe
16,uk,deezer,country,474,144,adele,premium,morning,16.15,31.14,<18,europe
59,japan,tidal,r&b,482,296,bad bunny,free,night,86.84,10.32,50+,asia
58,south korea,tidal,rock,352,136,adele,premium,night,52.8,30.17,50+,asia
13,usa,youtube,reggae,454,239,billie eilish,premium,night,84.48,34.08,<18,north_america
60,india,spotify,jazz,305,33,dua lipa,premium,night,89.88,67.51,50+,asia
25,usa,spotify,pop,130,74,billie eilish,free,night,54.79,8.65,18-25,north_america
15,france,amazon music,pop,271,408,dua lipa,free,afternoon,54.09,21.0,<18,europe
60,japan,tidal,hip-hop,376,278,the weeknd,free,morning,40.15,76.8,50+,asia
16,uk,amazon music,country,20,184,the weeknd,free,afternoon,21.84,15.75,<18,europe
58,india,amazon music,metal,93,374,taylor swift,free,afternoon,77.32,30.51,50+,asia
52,brazil,youtube,country,60,137,dua lipa,free,morning,26.03,61.72,50+,south_america
24,india,amazon music,classical,183,333,bad bunny,free,morning,35.34,68.08,18-25,asia
22,india,apple music,country,198,115,billie eilish,premium,night,34.66,41.7,18-25,asia
60,south korea,deezer,reggae,464,268,bad bunny,premium,afternoon,85.99,68.74,50+,asia
57,japan,apple music,pop,115,159,post malone,premium,night,11.02,69.11,50+,asia
58,germany,spotify,jazz,239,255,dua lipa,free,night,28.58,17.81,50+,europe
14,japan,youtube,country,368,78,drake,premium,morning,47.9,40.86,<18,asia
28,germany,amazon music,classical,585,326,adele,free,night,30.22,76.78,26-35,europe
48,australia,youtube,jazz,253,464,the weeknd,free,morning,24.36,76.84,36-50,oceania
29,usa,deezer,reggae,75,310,taylor swift,premium,morning,81.77,77.43,26-35,north_america
35,japan,spotify,hip-hop,30,270,bts,free,night,19.26,37.24,26-35,asia
27,canada,spotify,edm,112,54,post malone,free,morning,47.81,34.63,26-35,north_america
17,usa,apple music,reggae,80,403,taylor swift,premium,night,60.83,36.36,<18,north_america
52,south korea,deezer,rock,311,229,post malone,premium,afternoon,43.29,78.01,50+,asia
38,japan,amazon music,jazz,201,441,the weeknd,free,night,89.97,59.21,36-50,asia
57,usa,spotify,rock,26,333,adele,free,morning,50.5,78.5,50+,north_america
13,france,apple music,reggae,381,205,the weeknd,premium,night,43.98,34.47,<18,europe
16,japan,tidal,pop,329,23,dua lipa,premium,night,24.71,57.68,<18,asia
44,uk,spotify,reggae,39,44,billie eilish,premium,night,68.11,37.96,36-50,europe
39,brazil,tidal,hip-hop,35,79,post malone,premium,night,12.44,56.69,36-50,south_america
52,brazil,youtube,rock,180,372,bts,premium,night,32.28,64.85,50+,south_america
57,south korea,spotify,metal,109,62,drake,free,morning,69.73,56.94,50+,asia
17,india,tidal,rock,445,97,ed sheeran,free,afternoon,17.87,79.35,<18,asia
35,france,apple music,pop,393,135,post malone,free,afternoon,16.45,61.23,26-35,europe
25,south korea,tidal,pop,232,97,taylor swift,free,night,35.31,58.3,18-25,asia
27,brazil,youtube,r&b,386,476,the weeknd,free,morning,24.83,71.59,26-35,south_america
30,india,spotify,hip-hop,387,245,taylor swift,free,afternoon,69.01,6.73,26-35,asia
43,brazil,tidal,reggae,188,128,bts,free,night,45.74,35.48,36-50,south_america
51,france,spotify,hip-hop,270,107,adele,free,afternoon,68.97,42.11,50+,europe
49,south korea,spotify,classical,296,260,billie eilish,premium,morning,31.46,62.67,36-50,asia
22,usa,spotify,edm,543,69,adele,premium,afternoon,14.95,58.41,18-25,north_america
40,usa,deezer,metal,519,368,adele,free,morning,20.87,62.12,36-50,north_america
51,japan,tidal,metal,105,318,bts,free,morning,46.22,19.65,50+,asia
32,australia,spotify,jazz,184,495,dua lipa,premium,afternoon,56.66,75.02,26-35,oceania
43,brazil,apple music,classical,238,177,bad bunny,free,afternoon,67.17,36.28,36-50,south_america
41,germany,spotify,rock,589,320,bts,free,night,67.02,72.5,36-50,europe
13,germany,deezer,r&b,37,374,dua lipa,premium,morning,78.06,60.22,<18,europe
40,usa,youtube,edm,194,107,adele,premium,morning,11.15,53.35,36-50,north_america
48,uk,tidal,rock,248,241,adele,premium,night,39.53,10.44,36-50,europe
18,germany,amazon music,classical,475,67,the weeknd,premium,morning,84.45,72.88,<18,europe
15,france,youtube,hip-hop,370,21,adele,premium,morning,30.98,53.79,<18,europe
41,south korea,spotify,rock,354,466,billie eilish,premium,night,51.18,37.25,36-50,asia
44,japan,deezer,reggae,250,150,bts,premium,night,15.61,13.61,36-50,asia
52,australia,deezer,rock,509,37,adele,free,morning,25.41,45.91,50+,oceania
33,usa,tidal,jazz,47,129,adele,free,morning,37.56,65.04,26-35,north_america
25,australia,spotify,rock,597,386,adele,premium,morning,64.49,44.48,18-25,oceania
54,canada,amazon music,reggae,472,490,taylor swift,free,night,32.96,59.12,50+,north_america
53,usa,youtube,rock,552,202,ed sheeran,free,afternoon,67.33,47.09,50+,north_america
52,india,apple music,metal,319,447,ed sheeran,premium,afternoon,32.42,8.59,50+,asia
38,france,tidal,hip-hop,361,112,billie eilish,premium,night,58.22,34.1,36-50,europe
36,canada,youtube,pop,198,110,post malone,premium,morning,72.14,64.0,36-50,north_america
37,germany,amazon music,pop,96,370,billie eilish,free,night,61.99,50.28,36-50,europe
42,germany,amazon music,r&b,291,393,bts,premium,afternoon,89.67,47.98,36-50,europe
33,japan,spotify,hip-hop,396,205,bts,premium,morning,43.5,24.76,26-35,asia
31,japan,spotify,jazz,488,473,dua lipa,free,morning,18.18,15.05,26-35,asia
39,japan,youtube,r&b,586,178,billie eilish,premium,afternoon,32.69,68.58,36-50,asia
52,uk,deezer,hip-hop,470,23,adele,free,afternoon,74.84,64.9,50+,europe
39,uk,tidal,pop,47,339,the weeknd,premium,night,10.51,58.52,36-50,europe
30,uk,tidal,r&b,469,421,billie eilish,premium,afternoon,31.64,62.72,26-35,europe
38,india,spotify,classical,399,472,post malone,free,afternoon,28.74,55.24,36-50,asia
17,japan,spotify,jazz,48,475,dua lipa,premium,afternoon,52.05,38.22,<18,asia
17,brazil,apple music,country,50,69,billie eilish,free,night,17.36,11.73,<18,south_america
21,uk,amazon music,metal,510,4,adele,premium,morning,15.33,32.26,18-25,europe
28,brazil,youtube,hip-hop,278,457,post malone,free,morning,82.65,76.56,26-35,south_america
28,uk,deezer,metal,235,61,billie eilish,premium,morning,43.75,13.32,26-35,europe
23,usa,apple music,rock,443,120,drake,premium,night,33.84,18.92,18-25,north_america
17,germany,deezer,r&b,476,372,adele,free,afternoon,21.26,5.36,<18,europe
33,france,youtube,hip-hop,128,200,the weeknd,premium,night,21.19,36.31,26-35,europe
47,australia,tidal,pop,137,496,the weeknd,premium,morning,72.47,50.54,36-50,oceania
42,france,tidal,r&b,453,373,bts,free,night,44.99,53.54,36-50,europe
48,france,youtube,edm,224,370,drake,free,morning,88.63,26.57,36-50,europe
15,canada,amazon music,hip-hop,19,343,billie eilish,free,morning,39.74,48.65,<18,north_america
44,uk,youtube,rock,340,483,ed sheeran,free,morning,84.14,66.0,36-50,europe
29,india,tidal,jazz,332,380,post malone,premium,night,69.53,48.37,26-35,asia
43,south korea,apple music,classical,316,392,ed sheeran,free,afternoon,26.22,37.24,36-50,asia
55,india,tidal,rock,10,6,bts,free,night,84.4,54.76,50+,asia
47,australia,spotify,classical,586,137,the weeknd,free,afternoon,48.38,68.58,36-50,oceania
28,usa,youtube,pop,460,252,billie eilish,premium,afternoon,89.39,44.99,26-35,north_america
49,canada,spotify,jazz,95,10,drake,premium,morning,26.66,30.02,36-50,north_america
13,uk,apple music,country,445,279,post malone,free,afternoon,21.92,32.13,<18,europe
44,germany,deezer,pop,529,198,the weeknd,premium,morning,62.65,78.67,36-50,europe
43,australia,amazon music,jazz,542,115,drake,free,night,71.6,16.57,36-50,oceania
15,usa,apple music,reggae,414,107,bad bunny,premium,afternoon,60.49,42.3,<18,north_america
29,brazil,youtube,pop,336,431,ed sheeran,free,morning,37.51,78.81,26-35,south_america
13,india,amazon music,country,243,261,adele,premium,morning,72.9,74.72,<18,asia
26,france,amazon music,metal,428,126,taylor swift,premium,morning,65.29,75.23,26-35,europe
38,australia,deezer,hip-hop,119,32,taylor swift,free,night,71.37,71.69,36-50,oceania
47,brazil,apple music,reggae,290,426,adele,premium,night,73.27,26.07,36-50,south_america
28,australia,apple music,hip-hop,590,31,ed sheeran,premium,night,46.96,69.66,26-35,oceania
37,uk,apple music,classical,269,168,post malone,free,night,40.21,19.37,36-50,europe
33,uk,deezer,r&b,175,145,ed sheeran,free,afternoon,73.63,32.02,26-35,europe
39,germany,apple music,pop,250,219,post malone,premium,night,17.27,53.63,36-50,europe
19,brazil,apple music,pop,228,262,taylor swift,premium,night,38.2,57.91,18-25,south_america
37,germany,apple music,jazz,15,485,the weeknd,free,morning,77.84,31.08,36-50,europe
20,japan,amazon music,country,525,387,the weeknd,free,afternoon,39.21,61.38,18-25,asia
18,canada,youtube,country,495,252,drake,premium,morning,29.59,11.19,<18,north_america
20,usa,apple music,metal,256,262,drake,free,night,66.73,53.13,18-25,north_america
18,uk,amazon music,jazz,74,170,dua lipa,free,night,38.56,35.55,<18,europe
46,germany,deezer,rock,559,302,dua lipa,premium,morning,43.13,39.25,36-50,europe
47,france,youtube,reggae,72,72,adele,free,night,61.19,42.81,36-50,europe
27,canada,tidal,pop,392,55,dua lipa,free,morning,28.09,30.2,26-35,north_america
44,france,deezer,metal,501,214,taylor swift,free,morning,39.6,37.53,36-50,europe
42,usa,deezer,jazz,233,496,dua lipa,premium,night,14.55,26.83,36-50,north_america
19,japan,deezer,country,544,359,ed sheeran,free,morning,80.47,43.65,18-25,asia
17,france,tidal,reggae,231,413,ed sheeran,premium,night,84.39,67.9,<18,europe
28,india,youtube,reggae,160,258,taylor swift,free,afternoon,55.13,66.17,26-35,asia
54,canada,tidal,hip-hop,269,136,ed sheeran,free,night,87.41,70.14,50+,north_america
58,australia,tidal,pop,130,121,taylor swift,free,night,55.98,49.2,50+,oceania
16,india,youtube,jazz,110,478,bad bunny,premium,night,62.22,8.51,<18,asia
27,france,amazon music,classical,503,429,post malone,free,night,77.53,29.29,26-35,europe
30,south korea,spotify,metal,87,257,adele,free,afternoon,33.38,69.93,26-35,asia
21,japan,spotify,edm,260,446,taylor swift,free,night,82.65,71.57,18-25,asia
48,canada,amazon music,pop,477,273,bad bunny,premium,afternoon,17.05,65.92,36-50,north_america
38,brazil,apple music,classical,509,236,post malone,premium,morning,64.7,22.29,36-50,south_america
28,france,youtube,pop,555,262,bad bunny,premium,afternoon,72.48,76.76,26-35,europe
52,brazil,apple music,country,106,388,billie eilish,free,night,37.32,79.01,50+,south_america
18,japan,youtube,reggae,398,76,taylor swift,premium,morning,11.6,9.24,<18,asia
47,south korea,spotify,hip-hop,566,90,post malone,free,night,65.76,28.11,36-50,asia
20,india,deezer,metal,62,65,bad bunny,premium,night,23.81,63.6,18-25,asia
16,brazil,spotify,pop,417,395,bad bunny,free,afternoon,17.06,37.92,<18,south_america
48,germany,deezer,country,53,310,bad bunny,free,night,84.45,32.98,36-50,europe
49,canada,youtube,rock,406,9,ed sheeran,premium,morning,66.54,7.81,36-50,north_america
49,india,amazon music,country,424,177,billie eilish,free,afternoon,48.88,27.79,36-50,asia
58,germany,tidal,classical,444,19,bts,free,night,25.77,31.4,50+,europe
43,france,spotify,r&b,12,207,dua lipa,premium,afternoon,70.23,20.06,36-50,europe
16,germany,deezer,hip-hop,425,486,billie eilish,free,morning,69.08,43.88,<18,europe
26,germany,spotify,country,24,345,taylor swift,premium,morning,69.78,72.29,26-35,europe
15,france,youtube,classical,563,79,taylor swift,premium,morning,60.57,49.8,<18,europe
51,india,tidal,country,352,436,bad bunny,premium,afternoon,46.16,41.49,50+,asia
34,canada,youtube,r&b,547,144,drake,premium,afternoon,20.04,16.78,26-35,north_america
36,brazil,amazon music,metal,293,394,drake,free,night,23.48,69.7,36-50,south_america
47,usa,spotify,jazz,344,70,ed sheeran,free,afternoon,66.0,32.41,36-50,north_america
40,india,youtube,edm,509,379,post malone,free,night,23.97,79.7,36-50,asia
40,germany,youtube,pop,173,297,post malone,premium,afternoon,37.1,25.83,36-50,europe
59,france,youtube,pop,516,296,post malone,premium,night,19.96,42.11,50+,europe
43,japan,amazon music,hip-hop,24,5,ed sheeran,free,night,19.66,30.18,36-50,asia
15,uk,amazon music,jazz,276,53,ed sheeran,free,night,87.23,38.76,<18,europe
51,canada,apple music,jazz,245,500,post malone,free,morning,84.06,9.27,50+,north_america
41,australia,apple music,pop,66,13,taylor swift,free,morning,12.02,64.49,36-50,oceania
42,india,deezer,edm,474,100,the weeknd,premium,night,11.63,44.73,36-50,asia
23,uk,spotify,rock,35,409,bad bunny,free,morning,26.33,53.61,18-25,europe
27,south korea,tidal,classical,554,260,ed sheeran,free,afternoon,39.67,45.9,26-35,asia
21,france,tidal,edm,336,474,the weeknd,free,afternoon,36.5,60.85,18-25,europe
33,brazil,spotify,rock,333,307,ed sheeran,free,night,59.39,10.72,26-35,south_america
48,france,deezer,hip-hop,70,127,bts,free,afternoon,18.96,31.32,36-50,europe
39,canada,tidal,r&b,154,206,taylor swift,premium,morning,85.89,75.99,36-50,north_america
44,australia,spotify,jazz,336,260,taylor swift,premium,afternoon,11.93,51.8,36-50,oceania
13,brazil,youtube,pop,367,108,bad bunny,free,morning,34.88,73.72,<18,south_america
47,usa,tidal,metal,191,99,billie eilish,premium,morning,28.92,52.23,36-50,north_america
29,south korea,tidal,r&b,591,7,adele,premium,night,15.04,19.05,26-35,asia
15,australia,amazon music,jazz,82,63,dua lipa,premium,morning,79.34,41.09,<18,oceania
48,germany,deezer,metal,129,348,adele,premium,night,46.8,33.14,36-50,europe
36,japan,apple music,jazz,228,202,dua lipa,free,morning,21.21,44.56,36-50,asia
49,uk,tidal,edm,470,147,drake,premium,night,18.38,41.79,36-50,europe
54,usa,tidal,metal,165,341,dua lipa,free,morning,66.1,74.2,50+,north_america
48,india,apple music,pop,401,27,billie eilish,free,morning,77.83,47.62,36-50,asia
13,south korea,apple music,hip-hop,588,412,bts,free,afternoon,40.17,9.28,<18,asia
31,south korea,youtube,r&b,26,175,bts,premium,morning,80.95,37.43,26-35,asia
60,india,tidal,rock,281,262,the weeknd,free,night,59.17,25.04,50+,asia
35,usa,amazon music,classical,17,347,drake,premium,night,45.25,31.34,26-35,north_america
